user_id,track_id,playcount
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,3mfER4ORePHvN35cbZ3dkV,3
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,4MjDJD8cW7iVeWInc2Bdyj,8
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,5kqIPrATaCc2LqxVWzQGbk,14
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,63ABAnFKJCp28TAyqf2cGL,2
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,67eX1ovaHyVPUinMHeUtIM,8
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,6RZmhpvukfyeSURhf4kZ0d,45
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,6iRkrVOhCjgKFB2cBWnx4M,45
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,7ySC0IjVS1PMEdsZOvsUK2,5
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,0ARK753YaiJbpLUk7z5yIM,10
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,1RF02Cf80mTaeNXG2P2boR,27
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,1oTo3ijRbaDAtrjJrGAPSw,7
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,2CEgGE6aESpnmtfiZwYlbV,8
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,2DjWsDGgL1xNbhnr7f6t5F,28
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,3Kj2EWpIBnvETsYq4cq0IH,3
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,3mg9jYNC1NihbthlglzrWP,4
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,4DS7HoqrKq1dDjeYOKBlu9,5
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,4iuNZTcvT9diFySSzVsnVS,1
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,5BB0Jzw60KyfSTyjJqtely,3
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,6FZDfxM3a3UCqtzo5pxSLZ,3
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,6Tguhaf2uAe6OjRLsR2Tql,7
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,6cmm1LMvZdB5zsCwX5BjqE,47
effd0fae7ecfb2fe6ec05fe880ef9e17b0d83f93,7qH9Z4dJEN0l9bidizW7fq,13
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,0FA4wrjDJvJTTU8AepZTup,3
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,0tMSssfxAL2oV8Vri0mFHE,38
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,0xoYZ45fgTfyQYREZPN7Sa,22
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,1xK1Gg9SxG8fy2Ya373oqb,3
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,2crO2eSwgjOoAanagD2sFc,30
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,5rb9QrpfcKFHM1EUbSIurX,2
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,67eYAnkdTu8BMcIx29z26L,31
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,6sqNctd7MlJoKDOxPVCAvU,34
fad0b1fc4a5e70ebfead73dbcea823cc4473bac1,70eyG7pqKozUvKPKXLXmpI,3
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,0EqczV3o6fwksegAavIHpX,10
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,0Puj4YlTm6xNzDDADXHMI9,7
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,0cGG2EouYCEEC3xfa0tDFV,12
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,0oerlffJSzhRVvtDfLcp3N,7
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,11LmqTE2naFULdEP94AUBa,22
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,1797zYiX4cKosMH836X9Gt,3
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,1EJIcDYXwSqipW5dFe4uJz,34
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,1r1fPuhj9H4VdXr7OK6FL5,9
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,3VZmChrnVW8JK6ano4gSED,9
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,44aTAUBF0g6sMkMNE8I5kd,6
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,64CovjRwInpOJW4PiGMprY,10
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,6mFkJmJqdDVQ1REhVfGgd1,10
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,6wkHR8cU4INbp145hngbQO,8
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,78lgmZwycJ3nzsdgmPPGNx,7
fcf21e5ea31026d36f1ef7e4b0aa93fd783103fc,7j31rVgGX9Q2blT92VBEA0,4
